customer_id,customer_name,account_number,industry,customer_tier,billing_location_id,contact_email,credit_limit_aud,payment_terms_days,onboarded_date,account_manager_staff_id,is_active
475,Redgum Merchants,MFG000475,Mining Services,Gold,12,accounts@redgum50.com.au,250000,30,2018-08-17,123,1
476,Flinders Imports,MFG000476,Automotive,Bronze,30,accounts@flinders16.com.au,500000,60,2020-08-11,64,1
477,Arnhem Exports,MFG000477,Agriculture,Platinum,6,accounts@arnhem64.com.au,25000,60,2023-04-01,35,1
478,Redgum Wholesale,MFG000478,Retail,Gold,15,accounts@redgum98.com.au,50000,45,2021-05-11,146,1
479,Kimberley Group,MFG000479,Agriculture,Bronze,44,accounts@kimberley85.com.au,500000,14,2022-02-21,206,1
480,Banksia Group,MFG000480,Electronics,Silver,46,accounts@banksia77.com.au,500000,45,2024-04-26,30,1
481,Tanami Group,MFG000481,Grocery,Gold,20,accounts@tanami70.com.au,250000,14,2022-04-03,64,1
482,Gippsland Provisions,MFG000482,Healthcare,Platinum,11,accounts@gippsland5.com.au,50000,45,2020-07-28,68,1
483,Redgum Manufacturing,MFG000483,Healthcare,Gold,42,accounts@redgum89.com.au,25000,30,2019-01-12,137,1
484,Gippsland Merchants,MFG000484,Retail,Bronze,23,accounts@gippsland68.com.au,25000,14,2021-11-14,68,1
485,Arnhem Logistics Partners,MFG000485,Hospitality,Gold,34,accounts@arnhem42.com.au,25000,30,2023-01-15,97,1
486,Grampians Holdings,MFG000486,Industrial,Gold,32,accounts@grampians11.com.au,100000,30,2019-08-01,15,1
487,Pilbara Enterprises,MFG000487,Grocery,Gold,23,accounts@pilbara28.com.au,100000,60,2020-12-30,241,1
488,Tanami Logistics Partners,MFG000488,Apparel,Silver,31,accounts@tanami43.com.au,25000,45,2024-07-07,104,1
489,Redgum Traders,MFG000489,Healthcare,Gold,38,accounts@redgum52.com.au,50000,30,2023-05-10,123,1
490,Derwent Logistics Partners,MFG000490,Construction,Bronze,2,accounts@derwent99.com.au,50000,45,2021-04-30,190,1
491,Barossa Provisions,MFG000491,Mining Services,Silver,41,accounts@barossa68.com.au,50000,60,2020-04-24,234,1
492,Arnhem Provisions,MFG000492,FMCG,Gold,28,accounts@arnhem14.com.au,100000,30,2023-02-24,86,1
493,Brisbane River Traders,MFG000493,Healthcare,Platinum,22,accounts@brisbane99.com.au,100000,30,2024-01-11,167,1
494,Tanami Provisions,MFG000494,Industrial,Silver,13,accounts@tanami4.com.au,100000,30,2021-07-17,256,1
495,Harbour Trading,MFG000495,Grocery,Silver,43,accounts@harbour99.com.au,250000,45,2022-07-08,206,1
496,Tanami Warehousing,MFG000496,FMCG,Silver,15,accounts@tanami41.com.au,500000,45,2020-10-17,207,1
497,Kakadu Commodities,MFG000497,Retail,Silver,10,accounts@kakadu60.com.au,25000,60,2022-04-10,171,1
498,Torrens Agencies,MFG000498,Electronics,Bronze,27,accounts@torrens14.com.au,250000,30,2021-07-12,171,1
499,Derwent Agencies,MFG000499,Electronics,Bronze,1,accounts@derwent42.com.au,25000,60,2022-11-13,86,1
500,Hunter Group,MFG000500,Electronics,Silver,30,accounts@hunter15.com.au,50000,30,2020-05-06,86,1
501,Kimberley Agencies,MFG000501,Industrial,Gold,1,accounts@kimberley69.com.au,25000,30,2018-06-04,84,1
502,Kingsford Industries,MFG000502,Healthcare,Bronze,26,accounts@kingsford78.com.au,25000,60,2022-12-02,171,1
503,Nullarbor Holdings,MFG000503,Apparel,Silver,24,accounts@nullarbor50.com.au,100000,14,2022-11-12,86,1
504,Daintree Industries,MFG000504,Electronics,Platinum,49,accounts@daintree66.com.au,50000,30,2020-08-04,137,1
505,Kakadu Components,MFG000505,Grocery,Gold,35,accounts@kakadu99.com.au,1000000,30,2021-07-20,29,1
506,Redgum Imports,MFG000506,Retail,Bronze,28,accounts@redgum41.com.au,50000,30,2019-02-08,104,1
507,Brisbane River Distribution,MFG000507,Hospitality,Bronze,29,accounts@brisbane22.com.au,50000,45,2023-09-04,97,1
508,Grampians Group,MFG000508,Electronics,Bronze,18,accounts@grampians42.com.au,500000,45,2023-12-10,207,1
509,Daintree Agencies,MFG000509,Automotive,Gold,13,accounts@daintree89.com.au,100000,30,2021-08-03,12,1
510,Blackwood Distribution,MFG000510,Industrial,Silver,46,accounts@blackwood85.com.au,250000,30,2022-07-18,146,1
511,Barossa Solutions,MFG000511,Agriculture,Gold,8,accounts@barossa32.com.au,25000,14,2023-08-08,84,1
512,Pilbara Partners,MFG000512,Agriculture,Bronze,29,accounts@pilbara24.com.au,25000,30,2019-12-31,132,1
513,Swan Wholesale,MFG000513,,Bronze,17,accounts@swan16.com.au,1000000,60,2023-07-30,5,1
514,Harbour Manufacturing,MFG000514,Mining Services,Silver,43,accounts@harbour60.com.au,100000,60,2022-04-28,29,1
515,Mornington Industries,MFG000515,Construction,Platinum,2,accounts@mornington67.com.au,50000,30,2019-11-18,90,1
516,Riverina Wholesale,MFG000516,Hospitality,Silver,28,accounts@riverina34.com.au,100000,30,2020-08-07,177,1
517,Wattle Agencies,MFG000517,Industrial,Silver,30,accounts@wattle70.com.au,100000,30,2018-10-10,171,1
518,Flinders Provisions,MFG000518,Construction,Gold,17,accounts@flinders67.com.au,25000,45,2019-10-11,137,1
519,Derwent Retail Group,MFG000519,Healthcare,Bronze,36,accounts@derwent9.com.au,25000,30,2020-04-04,178,1
520,Kakadu Agencies,MFG000520,Industrial,Bronze,27,accounts@kakadu36.com.au,250000,30,2018-09-03,208,1
521,Kimberley Industries,MFG000521,Mining Services,Bronze,4,accounts@kimberley35.com.au,1000000,30,2024-07-17,14,1
522,Kakadu Retail Group,MFG000522,Grocery,Bronze,22,accounts@kakadu11.com.au,50000,14,2018-10-03,108,1
523,Flinders Holdings,MFG000523,Healthcare,Silver,47,accounts@flinders46.com.au,25000,30,2021-07-05,56,1
524,Swan Manufacturing,MFG000524,Healthcare,Bronze,13,accounts@swan67.com.au,50000,30,2024-04-15,90,1
525,Kimberley Logistics Partners,MFG000525,Electronics,Platinum,8,accounts@kimberley99.com.au,500000,45,2023-09-06,137,1
526,Gippsland Commodities,MFG000526,Healthcare,Bronze,8,accounts@gippsland62.com.au,250000,30,2019-12-25,5,1
527,Derwent Freight Services,MFG000527,FMCG,Silver,34,accounts@derwent71.com.au,50000,14,2019-08-31,14,1
528,Murray Foods,MFG000528,Apparel,Platinum,18,accounts@murray12.com.au,25000,30,2020-01-26,29,1
529,Daintree Trading,MFG000529,FMCG,Bronze,48,accounts@daintree86.com.au,500000,14,2021-09-05,5,1
530,Harbour Enterprises,MFG000530,Hospitality,Gold,4,accounts@harbour33.com.au,100000,14,2023-11-16,108,1
531,Derwent Trading,MFG000531,Mining Services,Bronze,17,accounts@derwent7.com.au,100000,14,2018-03-12,167,1
532,Yarra Wholesale,MFG000532,Agriculture,Gold,29,accounts@yarra61.com.au,250000,30,2020-12-21,146,1
533,Murray Partners,MFG000533,Apparel,Silver,24,accounts@murray97.com.au,25000,60,2018-11-19,5,1
534,Flinders Agencies,MFG000534,Electronics,Bronze,21,accounts@flinders7.com.au,50000,30,2018-05-23,206,1
535,Coolabah Trading,MFG000535,Healthcare,Silver,13,accounts@coolabah50.com.au,250000,45,2023-09-21,177,1
536,Nullarbor Distribution,MFG000536,Agriculture,Bronze,44,accounts@nullarbor60.com.au,250000,14,2024-06-09,208,1
537,Murray Freight Services,MFG000537,Grocery,Gold,4,accounts@murray16.com.au,50000,45,2020-08-28,207,1
538,Kakadu Logistics Partners,MFG000538,Apparel,Silver,18,accounts@kakadu78.com.au,25000,30,2022-10-17,136,1
539,Riverina Trading,MFG000539,Construction,Gold,44,accounts@riverina36.com.au,100000,45,2021-05-21,206,1
540,Kingsford Enterprises,MFG000540,Grocery,Gold,39,accounts@kingsford10.com.au,500000,30,2020-03-10,213,1
541,Murray Retail Group,MFG000541,Hospitality,Bronze,47,accounts@murray54.com.au,50000,30,2024-04-02,208,1
542,Blackwood Freight Services,MFG000542,FMCG,Gold,38,accounts@blackwood12.com.au,50000,45,2022-06-08,15,1
543,Harbour Traders,MFG000543,Construction,Bronze,37,accounts@harbour91.com.au,100000,30,2023-10-16,241,1
544,Brisbane River Components,MFG000544,Apparel,Platinum,40,accounts@brisbane5.com.au,50000,14,2023-09-09,238,1
545,Yarra Industries,MFG000545,Mining Services,Silver,15,accounts@yarra1.com.au,50000,30,2020-02-12,208,1
546,Kimberley Components,MFG000546,Retail,Silver,50,accounts@kimberley61.com.au,50000,45,2020-11-01,86,1
547,Swan Industries,MFG000547,Healthcare,Bronze,38,accounts@swan64.com.au,50000,30,2023-08-10,238,1
548,Riverina Commodities,MFG000548,Healthcare,Gold,6,accounts@riverina31.com.au,25000,60,2020-02-18,154,1
549,Daintree Freight Services,MFG000549,Retail,Bronze,45,accounts@daintree28.com.au,500000,30,2021-03-12,104,1
550,Kimberley Merchants,MFG000550,Mining Services,Bronze,3,accounts@kimberley43.com.au,25000,30,2024-04-07,146,1
551,Hunter Agencies,MFG000551,Retail,Bronze,25,accounts@hunter61.com.au,25000,45,2020-06-11,108,1
552,Swan Traders,MFG000552,Apparel,Gold,50,accounts@swan58.com.au,25000,30,2023-07-12,177,1
553,Kingsford Retail Group,MFG000553,Electronics,Silver,16,accounts@kingsford50.com.au,50000,60,2018-03-21,12,1
554,Blackwood Foods,MFG000554,FMCG,Silver,15,accounts@blackwood28.com.au,25000,45,2022-08-15,35,1
555,Sunraysia Commodities,MFG000555,Healthcare,Bronze,46,accounts@sunraysia61.com.au,25000,30,2021-03-25,238,1
556,Redgum Commodities,MFG000556,Automotive,Bronze,44,accounts@redgum89.com.au,25000,30,2020-09-30,146,1
557,Bellarine Warehousing,MFG000557,Automotive,Bronze,6,accounts@bellarine52.com.au,500000,60,2021-08-06,12,1
558,Wattle Exports,MFG000558,Electronics,Bronze,13,accounts@wattle32.com.au,50000,30,2022-03-08,12,1
559,Sunraysia Group,MFG000559,Mining Services,Silver,15,accounts@sunraysia64.com.au,500000,45,2023-11-04,167,1
560,Wattle Logistics Partners,MFG000560,Grocery,Silver,10,accounts@wattle81.com.au,25000,60,2022-02-06,14,1
561,Kingsford Agencies,MFG000561,,Bronze,48,accounts@kingsford63.com.au,25000,30,2020-11-23,154,1
562,Mornington Merchants,MFG000562,Retail,Silver,32,accounts@mornington3.com.au,500000,60,2019-01-05,15,1
563,Mornington Retail Group,MFG000563,FMCG,Bronze,45,accounts@mornington61.com.au,1000000,30,2023-05-09,97,1
564,Barossa Holdings,MFG000564,Construction,Gold,19,accounts@barossa60.com.au,50000,30,2023-08-07,190,1
565,Hunter Retail Group,MFG000565,Apparel,Silver,2,accounts@hunter19.com.au,500000,14,2021-06-25,104,1
566,Coolabah Industries,MFG000566,Retail,Bronze,6,accounts@coolabah46.com.au,100000,45,2019-01-30,136,1
567,Flinders Traders,MFG000567,Industrial,Bronze,45,accounts@flinders34.com.au,250000,45,2019-03-23,234,1
568,Derwent Holdings,MFG000568,Electronics,Bronze,19,accounts@derwent66.com.au,50000,30,2019-01-18,108,1
569,Wattle Warehousing,MFG000569,Mining Services,Platinum,36,accounts@wattle33.com.au,50000,30,2021-08-27,227,1
570,Kingsford Solutions,MFG000570,Hospitality,Gold,18,accounts@kingsford15.com.au,25000,30,2018-06-21,104,1
571,Banksia Manufacturing,MFG000571,Retail,Gold,24,accounts@banksia11.com.au,1000000,30,2020-03-09,12,1
572,Arnhem Holdings,MFG000572,Automotive,Gold,34,accounts@arnhem74.com.au,25000,30,2018-11-18,171,1
573,Daintree Components,MFG000573,FMCG,Gold,37,accounts@daintree5.com.au,100000,30,2024-04-22,208,1
574,Blackwood Warehousing,MFG000574,Healthcare,Silver,46,accounts@blackwood13.com.au,50000,60,2024-07-13,35,1
575,Gippsland Logistics Partners,MFG000575,Apparel,Silver,48,accounts@gippsland60.com.au,100000,45,2020-12-11,12,1
576,Nullarbor Components,MFG000576,Hospitality,Silver,11,accounts@nullarbor42.com.au,100000,45,2023-03-01,154,1
577,Flinders Wholesale,MFG000577,Retail,Bronze,26,accounts@flinders12.com.au,100000,30,2019-05-01,5,1
578,Mallee Components,MFG000578,Construction,Bronze,48,accounts@mallee23.com.au,25000,60,2019-10-14,97,1
579,Grampians Freight Services,MFG000579,Grocery,Platinum,39,accounts@grampians76.com.au,50000,30,2023-08-05,234,1
580,Gippsland Partners,MFG000580,Healthcare,Silver,38,accounts@gippsland17.com.au,50000,45,2018-07-23,146,1
581,Barossa Freight Services,MFG000581,FMCG,Silver,14,accounts@barossa90.com.au,25000,30,2021-12-15,5,1
582,Kimberley Enterprises,MFG000582,Healthcare,Platinum,10,accounts@kimberley5.com.au,1000000,45,2021-02-04,104,1
583,Harbour Imports,MFG000583,Electronics,Bronze,31,accounts@harbour6.com.au,50000,14,2018-04-17,14,1
584,Arnhem Merchants,MFG000584,Automotive,Bronze,41,accounts@arnhem83.com.au,250000,30,2019-04-30,68,1
585,Hunter Manufacturing,MFG000585,Healthcare,Bronze,48,accounts@hunter1.com.au,25000,14,2023-05-01,90,1
586,Bellarine Foods,MFG000586,Automotive,Silver,42,accounts@bellarine82.com.au,50000,45,2019-05-17,256,1
587,Redgum Freight Services,MFG000587,Industrial,Gold,37,accounts@redgum34.com.au,100000,30,2022-11-03,227,1
588,Barossa Industries,MFG000588,Electronics,Gold,11,accounts@barossa41.com.au,50000,30,2022-07-15,256,1
589,Brisbane River Warehousing,MFG000589,Automotive,Bronze,8,accounts@brisbane48.com.au,1000000,30,2022-01-10,238,1
590,Brisbane River Supply Co,MFG000590,FMCG,Bronze,39,accounts@brisbane47.com.au,25000,30,2022-03-16,35,1
591,Swan Logistics Partners,MFG000591,Industrial,Gold,26,accounts@swan79.com.au,50000,30,2018-12-20,35,1
592,Bellarine Provisions,MFG000592,Automotive,Silver,41,accounts@bellarine60.com.au,50000,60,2018-01-05,35,1
593,Flinders Warehousing,MFG000593,Agriculture,Silver,11,accounts@flinders81.com.au,100000,45,2021-02-04,84,1
594,Wattle Partners,MFG000594,Construction,Silver,49,accounts@wattle44.com.au,50000,30,2022-03-11,223,1
595,Bellarine Distribution,MFG000595,FMCG,Silver,40,accounts@bellarine4.com.au,250000,30,2020-04-26,167,1
596,Pilbara Commodities,MFG000596,Grocery,Silver,31,accounts@pilbara41.com.au,25000,45,2020-04-23,234,1
597,Murray Industries,MFG000597,Mining Services,Bronze,40,accounts@murray10.com.au,50000,60,2023-06-22,137,1
598,Tanami Freight Services,MFG000598,Industrial,Bronze,42,accounts@tanami87.com.au,50000,30,2020-10-09,86,1
599,Barossa Retail Group,MFG000599,FMCG,Bronze,1,accounts@barossa19.com.au,50000,30,2023-07-26,213,1
600,Mallee Manufacturing,MFG000600,Hospitality,Silver,46,accounts@mallee31.com.au,100000,45,2022-04-03,227,1
601,Kingsford Warehousing,MFG000601,Construction,Gold,29,accounts@kingsford76.com.au,1000000,30,2022-12-13,238,1
602,Hunter Components,MFG000602,Apparel,Bronze,26,accounts@hunter12.com.au,50000,45,2023-08-23,84,1
603,Flinders Distribution,MFG000603,Grocery,Silver,49,accounts@flinders75.com.au,50000,45,2019-05-11,178,1
604,Kimberley Freight Services,MFG000604,Healthcare,Bronze,34,accounts@kimberley54.com.au,100000,30,2024-03-19,136,1
605,Swan Freight Services,MFG000605,Healthcare,Platinum,45,accounts@swan78.com.au,100000,14,2018-07-21,123,1
606,Flinders Exports,MFG000606,Agriculture,Bronze,50,accounts@flinders73.com.au,50000,30,2020-04-07,64,1
607,Tanami Trading,MFG000607,Construction,Bronze,15,accounts@tanami70.com.au,500000,60,2018-01-31,29,1
608,Hunter Merchants,MFG000608,Hospitality,Bronze,49,accounts@hunter19.com.au,50000,30,2021-11-26,234,1
609,Bellarine Components,MFG000609,,Bronze,7,accounts@bellarine7.com.au,100000,30,2020-11-28,90,1
610,Wattle Supply Co,MFG000610,Retail,Bronze,39,accounts@wattle45.com.au,250000,30,2018-08-29,256,1
611,Derwent Traders,MFG000611,Apparel,Silver,27,accounts@derwent24.com.au,500000,30,2019-11-05,35,1
612,Coolabah Holdings,MFG000612,Industrial,Bronze,13,accounts@coolabah21.com.au,250000,30,2019-12-04,30,1
613,Sunraysia Supply Co,MFG000613,Agriculture,Bronze,38,accounts@sunraysia18.com.au,100000,14,2018-09-10,244,1
614,Nullarbor Logistics Partners,MFG000614,Industrial,Bronze,33,accounts@nullarbor4.com.au,50000,60,2020-02-28,29,1
615,Kakadu Distribution,MFG000615,Mining Services,Silver,26,accounts@kakadu62.com.au,25000,30,2023-09-23,90,1
616,Pilbara Provisions,MFG000616,Mining Services,Bronze,17,accounts@pilbara93.com.au,50000,30,2020-08-19,137,1
617,Blackwood Group,MFG000617,Apparel,Platinum,34,accounts@blackwood6.com.au,100000,30,2022-04-11,30,1
618,Redgum Retail Group,MFG000618,Construction,Bronze,36,accounts@redgum94.com.au,25000,30,2020-07-10,223,1
619,Tanami Imports,MFG000619,Automotive,Silver,14,accounts@tanami56.com.au,100000,14,2022-01-29,12,1
620,Barossa Group,MFG000620,FMCG,Bronze,20,accounts@barossa33.com.au,25000,30,2018-11-28,227,1
621,Derwent Traders,MFG000621,Apparel,Silver,27,accounts@derwent24.com.au,500000,30,2019-11-05,223,1
622,mornington holdings,MFG000622,FMCG,Gold,42,ACCOUNTS@MORNINGTON90.COM.AU,25000,30,2019-01-25,234,1
623,Flinders Warehousing Pty Ltd,MFG000623,Agriculture,Silver,11,ACCOUNTS@FLINDERS81.COM.AU,100000,45,2021-02-04,146,1
624,Torrens  Warehousing,MFG000624,Automotive,Gold,27,accounts@torrens92.com.au,100000,30,2019-03-20,64,1
625, Coolabah Solutions,MFG000625,,Bronze,13,accounts@coolabah74.com.au,25000,45,2024-05-07,171,1
626, Coolabah Supply Co,MFG000626,Healthcare,Silver,3,accounts@coolabah90.com.au,25000,14,2020-12-14,234,1
627,Torrens Partners Pty Ltd,MFG000627,Mining Services,Gold,16,ACCOUNTS@TORRENS40.COM.AU,100000,60,2022-01-29,108,1
628,banksia freight services,MFG000628,Retail,Gold,23,accounts@banksia20.com.au,50000,45,2020-02-22,132,1
629,Banksia Enterprises,MFG000629,Healthcare,Silver,41,ACCOUNTS@BANKSIA63.COM.AU,250000,45,2020-05-12,68,1
630,bellarine solutions,MFG000630,Agriculture,Bronze,37,ACCOUNTS@BELLARINE53.COM.AU,250000,60,2023-12-16,256,1
631,Blackwood  Trading,MFG000631,Grocery,Gold,34,accounts@blackwood51.com.au,250000,30,2020-06-24,14,1
632,WATTLE SOLUTIONS,MFG000632,Automotive,Bronze,25,accounts@wattle5.com.au,25000,30,2023-04-01,171,1
633,banksia agencies,MFG000633,Healthcare,Silver,49,ACCOUNTS@BANKSIA67.COM.AU,50000,30,2024-03-06,213,1
634,derwent trading,MFG000634,Mining Services,Bronze,17,ACCOUNTS@DERWENT7.COM.AU,100000,14,2018-03-12,256,1
635,Sunraysia Wholesale Pty Ltd,MFG000635,Apparel,Bronze,27,ACCOUNTS@SUNRAYSIA74.COM.AU,250000,30,2022-07-16,12,1
636,Kingsford Agencies Pty Ltd,MFG000636,Automotive,Bronze,48,accounts@kingsford63.com.au,25000,30,2020-11-23,206,1
637,hunter logistics partners,MFG000637,Industrial,Silver,29,accounts@hunter14.com.au,500000,30,2018-02-13,84,1
638,swan industries,MFG000638,,Bronze,38,ACCOUNTS@SWAN64.COM.AU,50000,30,2023-08-10,178,1
639,Redgum Distribution Pty Ltd,MFG000639,Retail,Gold,17,accounts@redgum45.com.au,500000,14,2024-07-09,167,1
640,Brisbane  River  Industries,MFG000640,Hospitality,Silver,4,accounts@brisbane29.com.au,25000,14,2022-06-14,64,1
641,Banksia  Distribution,MFG000641,Agriculture,Silver,44,accounts@banksia42.com.au,100000,30,2021-08-20,177,1
642,Swan Logistics Partners,MFG000642,Industrial,Gold,26,accounts@swan79.com.au,50000,30,2018-12-20,64,1
643, Redgum Supply Co,MFG000643,Healthcare,Bronze,36,accounts@redgum35.com.au,50000,30,2020-09-14,12,1
644,Sunraysia Group Pty Ltd,MFG000644,Mining Services,Silver,15,accounts@sunraysia64.com.au,500000,45,2023-11-04,241,1
645,mornington merchants,MFG000645,Retail,Silver,32,ACCOUNTS@MORNINGTON3.COM.AU,500000,60,2019-01-05,14,1
646,Blackwood  Solutions,MFG000646,Healthcare,Bronze,46,ACCOUNTS@BLACKWOOD92.COM.AU,100000,45,2023-06-09,190,1
647,Grampians Industries,MFG000647,Hospitality,Silver,42,ACCOUNTS@GRAMPIANS32.COM.AU,100000,45,2020-06-14,167,1
648,Blackwood Dist,MFG000648,Industrial,Silver,46,accounts@blackwood85.com.au,250000,30,2022-07-18,171,1
